19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,61,61,61,61,61,61,61,61,61,61,61,61,47,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,47,61,61,61,61,47,61,61,61,61,61,61,61,61,61,61,61,61,47,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,71,71,71,71,71,71,71,71,71,71,71,71,47,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,47,71,71,71,71,47,71,71,71,71,71,71,71,71,71,71,71,71,47,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2,61,61,29,29,61,61,61,61,61,61,61,29,29,61,61,61,61,29,29,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,29,29,61,61,61,29,29,61,61,61,29,29,61,61,61,61,61,61,61,61,61,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2,71,71,29,29,71,71,71,71,71,71,71,29,29,71,71,71,71,29,29,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,29,29,71,71,71,29,29,71,71,71,29,29,71,71,71,71,71,71,71,71,71,47,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,3
