5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,63,64,65,5,5,5,5,5,5,5,113,114,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,63,64,65,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,73,74,75,5,5,5,5,5,5,5,123,124,5,34,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,107,21,109,5,73,74,75,5,5,32,0,2,5,5,0,2,31,5,5,5,5,5,5,5,32,0,2,5,5,5,5,0,2,31,5,5,32,0,2,5,5,5,5,0,2,31,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,44,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,5,5,5,5,10,12,5,5,10,12,5,5,5,5,5,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,5,30,5,30,5,5,5,5,5,44,5,5,5,5,30,5,5,30,5,5,30,5,5,30,5,5,5,5,5,5,5,5,5,107,101,109,5,5,32,10,12,5,5,10,12,31,5,5,5,5,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,1,2,5,5,5,54,5,5,5,0,81,1,1,81,1,1,81,1,1,81,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,22,5,5,20,22,5,5,5,5,5,5,5,5,32,10,12,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5,10,12,31,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,11,11,11,11,11,11,12,31,5,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,11,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,5,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,21,21,21,21,21,21,22,5,5,5,5,5,5,5,10,94,11,11,94,11,11,94,11,11,94,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,12,5,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,5,30,5,30,5,5,5,5,5,5,5,5,5,20,108,21,21,108,21,21,108,21,21,108,22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,12,5,5,5,5,32,10,12,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5,10,12,31,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,115,5,5,115,5,5,115,5,5,115,5,5,5,5,5,5,5,36,5,5,5,5,36,5,5,5,5,5,5,5,5,5,5,10,12,5,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,46,5,5,5,5,46,5,5,5,5,5,5,5,5,5,5,20,22,5,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5,10,12,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,32,10,12,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5,10,12,31,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,5,5,5,5,5,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5,10,12,31,5,5,32,10,12,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,22,5,5,5,5,20,22,5,5,5,5,20,22,5,5,5,5,20,22,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
